Id,Sales
239,9425.376
240,7138.529
241,5856.9395
242,5354.465
243,4263.193
244,9804.853
245,4973.4976
246,7681.6323
247,15479.821
248,7474.87
249,7788.6226
250,5381.1147
251,4633.6113
252,7407.0503
253,4002.319
254,5875.354
255,10311.032
256,5378.831
257,16234.803
258,13610.801
259,5023.9575
260,6962.648
261,5532.275
262,6927.982
263,5664.9893
264,11454.961
265,7843.378
266,9913.451
267,4611.9736
268,7658.493
269,5159.0845
270,8654.436
271,6943.985
272,6203.062
273,6613.1978
274,5926.37
275,8225.806
276,9722.866
277,5915.763
278,9981.163
279,6422.271
280,10125.207
281,5892.516
282,5527.501
283,5561.5757
284,10307.434
285,6379.613
286,7762.606
287,6699.549
288,8564.585
289,4635.388
290,8484.216
291,6858.1396
292,4255.303
293,13668.586
294,17964.91
295,6943.4814
296,6923.3647
297,9517.536
298,10571.241
299,11187.183
300,5860.1304
301,7593.757
302,5917.8174
303,8489.842
304,4061.083
305,6244.51
306,5615.9062
307,5751.29
308,7646.573
309,5323.2837
310,5074.2183
311,7069.0786
312,4216.731
313,4823.4937
314,6304.5127
315,6458.323
316,9330.726
317,8478.991
318,7469.461
319,6425.5977
320,6187.8926
321,11583.214
322,7544.124
323,5536.8306
324,4896.786
325,8108.9346
326,4604.2817
327,7138.2085
328,3439.2188
329,5266.175
330,7984.3594
331,6287.41
332,5647.492
333,9090.733
334,9740.975
335,12165.044
336,5993.0205
337,9190.091
338,3091.6025
339,5218.297
340,6409.8906
341,4568.9614
342,7828.348
343,5296.8296
344,4946.143
345,8830.007
346,11030.167
347,9344.637
348,5412.098
349,5192.121
350,8012.6553
351,7297.55
352,6198.744
353,5502.435
354,6963.013
355,10223.176
356,4540.452
357,6055.5493
358,7863.7007
359,8174.8413
360,13231.854
361,5440.326
362,13265.339
363,6724.292
364,5107.6323
365,3655.8647
366,6139.842
367,6278.3726
368,5736.7
369,7204.5503
370,5067.0264
371,4762.6006
372,7302.8345
373,3423.2878
374,7602.9824
375,7051.22
376,7625.976
377,8912.044
378,5568.1733
379,9006.69
380,6213.917
381,5413.8223
382,5946.573
383,5302.213
384,10563.562
385,6427.835
386,5050.7354
387,7446.6978
388,8621.185
389,7315.669
390,6378.9614
391,8517.117
392,5513.0005
393,5747.939
394,6248.019
395,8733.226
396,6677.0425
397,6319.2627
398,5881.684
399,5194.415
400,3811.981
401,5632.6816
402,8437.613
403,8359.631
404,10086.8545
405,11379.585
406,8309.503
407,5716.0264
408,5112.107
409,10334.633
410,10789.676
411,7616.5913
412,8552.87
413,8327.202
414,5868.924
415,3982.9753
416,10399.922
417,6675.9854
418,6570.751
419,6267.0884
420,3222.6394
421,11747.014
422,6336.1685
423,5311.608
424,4890.3726
425,5737.7563
426,6451.9688
427,8227.813
428,6748.393
429,5107.4766
430,5185.341
431,4117.173
432,3228.224
433,6992.237
434,17371.021
435,4619.075
436,5588.35
437,6629.726
438,5467.638
439,5535.4365
440,5061.341
441,3999.5522
442,7313.7505
443,7056.535
444,4164.1436
445,8748.415
446,5823.994
447,4840.7227
448,8885.385
449,7900.154
450,9479.812
451,5570.5854
452,6582.7764
453,4959.9194
454,5031.66
455,15168.645
456,10123.005
457,6519.472
458,5758.679
459,4890.643
460,5926.8164
461,5222.923
462,10616.112
463,5156.4277
464,5825.694
465,7249.3066
466,4771.5356
467,6520.8467
468,7466.968
469,7265.796
470,7350.0522
471,4160.1177
472,5712.162
473,6889.236
474,9076.689
475,8355.988
476,7083.266
477,4806.8896
478,7940.274
479,6133.602
480,4569.563
481,7516.7085
482,7271.9595
483,6817.371
484,6313.7686
485,6283.01
486,6668.45
487,5750.824
488,6899.83
489,6388.4297
490,6368.924
491,9358.586
492,6120.692
493,4634.08
494,11669.773
495,6021.3315
496,3479.724
497,7987.0635
498,8695.45
499,10675.888
500,4938.666
501,5988.232
502,5948.3604
503,7333.547
504,5893.865
505,8510.442
506,3318.833
507,5635.423
508,6036.841
509,5503.2544
510,5269.9785
511,6923.675
512,8012.732
513,5606.9307
514,8632.589
515,7042.18
516,8689.141
517,4955.97
518,6786.5093
519,6751.4062
520,7940.0923
521,8078.1343
522,5142.993
523,8512.448
524,7074.144
525,7612.357
526,4300.3403
527,4125.76
528,8254.814
529,6622.205
530,8819.09
531,6832.5454
532,5721.885
533,8297.194
534,6846.9243
535,7165.2964
536,8166.0513
537,6202.9497
538,9018.519
539,10811.452
540,7626.1797
541,5274.922
542,5758.487
543,4394.1494
544,3253.253
545,8245.562
546,5519.998
547,8530.32
548,4768.437
549,6429.92
550,5898.3364
551,8972.377
552,5196.883
553,5277.192
554,5692.896
555,7744.2065
556,5351.912
557,7221.578
558,7673.819
559,8362.398
560,7855.012
561,6917.5625
562,5909.6953
563,4767.0273
564,5160.9497
565,10556.813
566,9346.847
567,6612.384
568,14369.429
569,6046.326
570,5075.0264
571,5847.6514
572,8577.501
573,10465.455
574,6980.129
575,8250.336
576,7962.662
577,8573.158
578,6873.3916
579,5706.9233
580,4920.652
581,5004.4106
582,3966.6714
583,5559.3003
584,8702.834
585,16209.259
586,7010.2935
587,5190.264
588,7451.0034
589,4663.84
590,6146.7383
591,4411.6
592,9202.677
593,6668.164
594,6249.8906
595,13073.16
596,11454.971
597,6074.101
598,6815.8174
599,3983.629
600,5583.4165
601,5283.77
602,8534.585
603,4834.1426
604,4501.9785
605,6095.8257
606,5628.568
607,7149.308
608,7297.0415
609,3612.3308
610,7088.74
611,8238.211
612,7637.688
613,5140.227
614,4283.5137
615,8126.603
616,4371.682
617,9513.879
618,4740.6187
619,5174.8906
620,7133.002
621,5981.3877
622,4947.969
623,6160.749
624,7068.8833
625,9276.118
626,9405.18
627,5838.7393
628,4073.4631
629,5725.914
630,6896.6123
631,4816.9507
632,6345.894
633,6092.838
634,11509.925
635,7623.4746
636,6493.952
637,7737.6943
638,4997.2837
639,8963.284
640,6159.016
641,13343.503
642,6252.2515
643,5459.774
644,5408.418
645,4216.063
646,6882.2544
647,19308.783
648,4344.4487
649,4705.4507
650,9669.911
651,6279.7803
652,7350.564
653,7953.0835
654,6280.7925
655,5187.339
656,4828.7324
657,9405.431
658,6437.6704
659,7323.7676
660,7941.8115
661,4783.6626
662,7216.7236
663,6134.497
664,4000.1743
665,8435.923
666,8604.41
667,4722.6143
668,7687.327
669,7108.6396
670,4650.7925
671,9498.963
672,6528.7256
673,7850.3384
674,4733.9756
675,4971.2583
676,6140.322
677,4061.765
678,7830.7085
679,4246.269
680,6003.1123
681,4602.7485
682,6090.833
683,6111.7256
684,6887.291
685,6932.2124
686,8197.234
687,5881.2803
688,7076.7017
689,6376.2246
690,8553.205
691,9700.848
692,6774.0596
693,3248.217
694,5886.157
695,7162.591
696,4270.2344
697,11689.713
698,5789.963
699,6657.4556
700,10789.15
701,6842.8174
702,4755.85
703,12403.956
704,9750.3545
705,5369.727
706,9054.692
707,9986.647
708,5968.519
709,5371.4585
710,6872.5
711,5845.861
712,6085.131
713,6907.172
714,4847.987
715,6520.94
716,7318.084
717,6864.069
718,7997.0947
719,5975.3545
720,6430.582
721,4474.455
722,7873.502
723,7062.75
724,6203.47
725,6516.034
726,7110.8027
727,9328.625
728,5669.589
729,5255.6763
730,6464.6094
731,7071.5605
732,6886.831
733,4533.835
734,4256.996
735,7516.6587
736,7220.703
737,5696.329
738,8116.3867
739,6047.134
740,6470.9883
741,5329.3853
742,3376.5938
743,6992.5435
744,6345.634
745,6679.6284
746,9495.385
747,8479.782
748,4823.236
749,8628.761
750,4091.5173
751,3292.3323
752,7483.802
753,11389.411
754,8083.9604
755,6846.9043
756,4743.6445
757,6558.222
758,8576.684
759,6170.0405
760,8610.8545
761,5122.963
762,4478.148
763,5493.363
764,5488.754
765,5375.882
766,5424.424
767,5115.375
768,4415.8984
769,6678.552
770,6747.0864
771,5900.9526
772,5970.7563
773,7064.7046
774,5974.46
775,6605.866
776,9152.765
777,7429.146
778,5636.831
779,3791.5164
780,10907.298
781,6681.591
782,5641.7637
783,8627.411
784,7853.8438
785,7443.197
786,5929.0835
787,7300.9956
788,9458.696
789,13617.318
790,5209.3696
791,4600.44
792,5335.591
793,6702.431
794,5917.231
795,7265.7754
796,8875.044
797,5922.646
798,4255.397
799,6002.6885
800,8334.823
801,5068.5635
802,7433.555
803,4065.8584
804,7253.2563
805,8002.543
806,7143.8623
807,8688.105
808,6362.792
809,4507.0444
810,6513.474
811,7210.4487
812,8764.719
813,7599.488
814,8304.8125
815,6358.6357
816,4540.2266
817,9335.212
818,4741.487
819,9884.976
820,6269.343
821,4254.3574
822,7030.7837
823,6336.936
824,7645.108
825,7562.351
826,4070.729
827,4623.1396
828,8117.16
829,8768.272
830,9901.563
831,5267.4404
832,6122.928
833,6554.101
834,6640.6367
835,5632.3115
836,9644.535
837,8758.644
838,11619.551
839,4322.4126
840,5634.7456
841,9452.934
842,8395.484
843,5479.8086
844,10308.377
845,6365.8394
846,5587.22
847,5426.2407
848,5093.295
849,5355.6655
850,6061.7964
851,4728.524
852,5022.1084
853,8908.186
854,6985.2974
855,22026.178
856,6907.1846
857,4403.133
858,8119.8003
859,9418.482
860,6987.27
861,7723.073
862,5974.95
863,8639.12
864,8570.477
865,5589.6562
866,5641.8228
867,6946.429
868,8915.615
869,7471.2065
870,8734.033
871,6141.101
872,5041.124
873,5717.1987
874,10701.874
875,10914.874
876,10232.638
877,8293.706
878,4233.816
879,5979.328
880,4673.8965
881,8180.574
882,10889.689
883,9944.398
884,5991.1455
885,5643.723
886,4411.204
887,5805.807
888,11627.566
889,6410.96
890,5095.19
891,5604.578
892,8725.35
893,4059.1697
894,8000.6655
895,4481.6606
896,6897.974
897,7122.023
898,5674.112
899,7947.101
900,7313.9805
901,5721.4155
902,7168.4204
903,7267.1543
904,11678.157
905,5880.4727
906,8870.262
907,7436.0796
908,9531.525
909,6951.5664
910,9846.273
911,5051.357
912,5012.3213
913,6580.893
914,5717.7495
915,9452.915
916,7811.9766
917,5896.5083
918,7303.078
919,7228.6553
920,9744.525
921,4019.0764
922,14607.956
923,5126.3506
924,6553.6445
925,8865.855
926,5301.449
927,6456.013
928,6185.762
929,7777.9175
930,5676.8784
931,6242.1694
932,7701.8584
933,8020.6914
934,7677.3984
935,5590.6587
936,7364.656
937,11960.595
938,6894.2188
939,4626.338
940,6755.503
941,6200.7373
942,6083.1343
943,7693.8853
944,4228.6904
945,8531.639
946,6585.3384
947,7392.4473
948,7601.2783
949,4400.97
950,5447.877
951,5321.7505
952,8598.142
953,8727.497
954,5320.1924
955,5065.2817
956,7315.8296
957,5863.1553
958,6705.283
959,7407.184
960,6779.6895
961,7942.3193
962,5977.68
963,4591.7334
964,7225.023
965,8163.1616
966,8750.71
967,8598.027
968,8423.967
969,5945.677
970,9234.444
971,6217.017
972,7739.673
973,9187.637
974,6346.7773
975,10890.821
976,8046.1143
977,7745.4185
978,5836.1724
979,7452.1475
980,8195.218
981,6838.609
982,4183.2456
983,5518.561
984,8352.864
985,5952.583
986,4529.348
987,8898.93
988,6843.5156
989,5768.365
990,6209.769
991,5513.421
992,8021.3496
993,7244.268
994,6984.5713
995,5809.097
996,5340.9834
997,6754.131
998,3784.9937
999,6132.385
1000,5672.2344
1001,8812.607
1002,7823.683
1003,6519.8203
1004,11842.092
1005,6227.4985
1006,5184.9697
1007,11172.543
1008,7704.3936
1009,8698.727
1010,7802.705
1011,4989.515
1012,6520.013
1013,5857.9062
1014,8410.183
1015,12350.386
1016,6127.924
1017,3556.8508
1018,5546.292
1019,9400.462
1020,8804.987
1021,6470.217
1022,7374.1377
1023,5167.8315
1024,5609.557
1025,3426.807
1026,5243.3086
1027,6277.061
1028,7511.011
1029,7509.378
1030,7199.412
1031,8217.972
1032,9230.059
1033,7941.2817
1034,5204.2393
1035,9885.362
1036,11340.244
1037,6141.7803
1038,8153.7773
1039,5385.3564
1040,6962.5615
1041,4236.9023
1042,7705.481
1043,5803.891
1044,9588.386
1045,7477.5444
1046,8490.522
1047,8289.19
1048,5550.473
1049,9019.077
1050,19593.986
1051,10757.565
1052,6241.33
1053,3146.238
1054,6458.748
1055,8577.8125
1056,5637.3955
1057,12481.484
1058,19224.773
1059,4321.46
1060,5671.731
1061,8405.579
1062,5632.225
1063,9430.3125
1064,7087.26
1065,8118.609
1066,4790.585
1067,7055.6133
1068,6489.073
1069,7873.5244
1070,10513.817
1071,6408.894
1072,5866.282
1073,7293.228
1074,5654.8984
1075,5349.513
1076,7985.03
1077,5897.5376
1078,5937.482
1079,7731.2617
1080,6541.616
1081,6319.86
1082,7506.0127
1083,7524.7217
1084,8492.75
1085,6835.661
1086,7674.726
1087,6094.9307
1088,4075.2317
1089,6791.994
1090,7145.865
1091,6277.9775
1092,4563.4473
1093,9420.647
1094,7355.466
1095,10015.072
1096,7546.1826
1097,5843.1353
1098,5392.378
1099,4378.9985
1100,9952.7295
1101,5067.7173
1102,7771.9478
1103,15737.592
1104,7557.0225
1105,6659.3926
1106,5136.0024
1107,4819.267
1108,7295.6567
1109,4115.0884
1110,6081.3184
1111,10657.118
1112,5451.5776
1113,17084.057
1114,14561.233
1115,4987.293
1116,7287.3184
1117,5870.5815
1118,7211.508
1119,5867.396
1120,11463.277
1121,7516.716
1122,10296.518
1123,4746.6953
1124,7946.7144
1125,5090.701
1126,8781.672
1127,6815.6025
1128,6339.155
1129,6523.3164
1130,6046.6206
1131,8508.747
1132,9567.94
1133,6100.3564
1134,10696.363
1135,6537.9917
1136,10475.271
1137,5953.1846
1138,5911.945
1139,5771.9814
1140,11153.665
1141,6413.6206
1142,7488.564
1143,7062.4673
1144,8947.228
1145,4729.3994
1146,8562.657
1147,6974.7715
1148,4320.3843
1149,15163.422
1150,17619.99
1151,7292.4775
1152,7263.7446
1153,9969.003
1154,10796.068
1155,11801.703
1156,6044.314
1157,7988.0693
1158,6042.7637
1159,8601.793
1160,4189.2437
1161,6662.2007
1162,5901.7017
1163,5924.5103
1164,8074.937
1165,5805.486
1166,5312.439
1167,7196.4253
1168,4092.2163
1169,5053.617
1170,6558.541
1171,7359.5854
1172,9657.155
1173,8656.806
1174,7773.8604
1175,6303.984
1176,6278.0015
1177,11869.671
1178,8023.2163
1179,5811.397
1180,5117.0493
1181,8354.689
1182,4893.093
1183,7484.9585
1184,3508.0947
1185,5767.3696
1186,8398.432
1187,6258.6953
1188,5649.691
1189,8941.461
1190,9664.822
1191,12807.316
1192,6220.493
1193,8989.681
1194,3339.6704
1195,5486.744
1196,6516.476
1197,4662.599
1198,8174.444
1199,5529.22
1200,5316.4585
1201,9411.245
1202,11720.425
1203,8426.458
1204,5463.6606
1205,5321.2427
1206,9955.758
1207,8194.561
1208,6468.452
1209,5492.116
1210,7293.5347
1211,10457.662
1212,4947.1006
1213,6434.8345
1214,8454.086
1215,8848.639
1216,13650.217
1217,5587.6675
1218,14192.476
1219,6800.421
1220,5374.4
1221,3535.8323
1222,6587.933
1223,6300.936
1224,5818.6855
1225,7201.4653
1226,5375.5894
1227,4761.324
1228,7437.9243
1229,3824.2988
1230,7929.384
1231,7345.938
1232,7891.373
1233,9217.743
1234,5456.2754
1235,9507.257
1236,6470.0254
1237,5660.1655
1238,6083.082
1239,6216.027
1240,10964.675
1241,6798.1255
1242,5209.1562
1243,8198.274
1244,8834.647
1245,7561.5293
1246,6719.3555
1247,9124.22
1248,5624.9614
1249,5823.5825
1250,6476.379
1251,8862.735
1252,6403.2295
1253,6428.528
1254,6121.1943
1255,5344.2036
1256,4131.3794
1257,5250.6157
1258,8327.139
1259,8597.281
1260,10584.034
1261,11671.999
1262,8210.6455
1263,5983.2705
1264,5302.9004
1265,11079.871
1266,11086.562
1267,7751.087
1268,8762.336
1269,8620.009
1270,6061.6694
1271,4163.1665
1272,10730.666
1273,7121.955
1274,7124.1562
1275,6449.065
1276,3407.8728
1277,12154.978
1278,6396.0757
1279,5382.316
1280,5058.0205
1281,6010.6064
1282,6919.2383
1283,9023.405
1284,6494.5156
1285,5407.6494
1286,5163.939
1287,4624.5903
1288,3261.2542
1289,7087.5503
1290,18209.707
1291,4769.415
1292,5627.6284
1293,7296.673
1294,5556.162
1295,5811.414
1296,5103.858
1297,4239.405
1298,7240.234
1299,7178.95
1300,4461.511
1301,9062.355
1302,6080.4893
1303,4962.7446
1304,9142.958
1305,8467.49
1306,9803.226
1307,5905.976
1308,6823.1997
1309,4876.4077
1310,5171.8755
1311,17014.559
1312,10460.705
1313,6345.5063
1314,6039.859
1315,4933.5522
1316,6133.2803
1317,4632.383
1318,9455.945
1319,5449.036
1320,5943.783
1321,7194.7715
1322,4786.264
1323,6867.7627
1324,7766.8716
1325,7461.272
1326,7259.7827
1327,4289.799
1328,5895.069
1329,6736.566
1330,9496.825
1331,8480.688
1332,7119.544
1333,5066.0645
1334,8136.4146
1335,6431.791
1336,4620.7363
1337,7329.9946
1338,7458.6465
1339,7033.2456
1340,6613.532
1341,6733.168
1342,6877.116
1343,5915.3794
1344,7177.766
1345,6298.304
1346,6611.577
1347,9248.38
1348,6027.94
1349,4826.126
1350,12005.945
1351,6082.8267
1352,3911.6418
1353,8356.211
1354,8752.154
1355,11291.321
1356,5133.4214
1357,6108.322
1358,6211.25
1359,7691.552
1360,5990.037
1361,8866.041
1362,3356.7332
1363,5885.057
1364,6151.8706
1365,5785.69
1366,5409.2695
1367,7198.8696
1368,8642.269
1369,5863.4517
1370,8957.943
1371,7295.65
1372,8964.251
1373,4890.876
1374,7102.54
1375,6982.866
1376,8029.2866
1377,8613.089
1378,3819.643
1379,8708.971
1380,7179.9844
1381,7730.5615
1382,4685.1045
1383,4297.482
1384,8625.593
1385,7033.581
1386,9173.355
1387,6710.1904
1388,5926.37
1389,8075.5303
1390,7092.3926
1391,7257.4565
1392,8553.81
1393,6288.8555
1394,9421.313
1395,11041.25
1396,7974.8765
1397,5502.551
1398,5921.0923
1399,4525.31
1400,3360.2766
1401,8698.967
1402,5493.7246
1403,9013.351
1404,4735.145
1405,6349.4595
1406,6084.0283
1407,10094.447
1408,5446.6924
1409,5424.274
1410,6055.203
1411,7988.976
1412,5350.054
1413,7758.942
1414,7773.312
1415,8736.816
1416,7958.0312
1417,6809.1895
1418,5704.92
1419,4924.239
1420,4865.842
1421,11118.595
1422,9719.334
1423,6997.9614
1424,14828.705
1425,6164.764
1426,5125.143
1427,6029.6826
1428,8772.194
1429,10799.662
1430,7147.0786
1431,8408.041
1432,8308.0205
1433,8802.435
1434,7070.205
1435,5665.059
1436,5176.974
1437,5044.433
1438,4260.2583
1439,5847.6064
1440,8920.914
1441,17136.797
1442,7528.7344
1443,5447.378
1444,8071.4106
1445,4621.6753
1446,6284.0464
1447,4248.347
1448,9236.699
1449,6752.153
1450,6470.8955
1451,13713.975
1452,11895.045
1453,6255.7954
1454,6833.4775
1455,4113.507
1456,5807.5405
1457,5672.7915
1458,8522.855
1459,5028.1714
1460,4517.8784
1461,6328.95
1462,5692.543
1463,7437.5054
1464,7426.2275
1465,3646.2834
1466,7197.0503
1467,8540.073
1468,7860.9478
1469,5400.5825
1470,4714.6074
1471,8361.864
1472,4629.3086
1473,10053.057
1474,4586.485
1475,5081.154
1476,7242.9346
1477,6203.944
1478,4939.1934
1479,5984.6343
1480,7509.9297
1481,9654.844
1482,10168.166
1483,5877.781
1484,4187.721
1485,5844.0547
1486,7079.882
1487,4940.159
1488,6501.637
1489,6329.0527
1490,12003.632
1491,8024.9155
1492,6564.142
1493,8261.124
1494,5078.823
1495,9284.218
1496,6390.813
1497,14188.022
1498,6419.9556
1499,5681.829
1500,5692.739
1501,4296.707
1502,7363.2925
1503,20107.51
1504,4899.688
1505,4735.2856
1506,9743.158
1507,6718.0933
1508,7656.9956
1509,8376.304
1510,6470.038
1511,5335.0664
1512,4886.6143
1513,9712.522
1514,6718.279
1515,7495.6743
1516,8345.506
1517,5041.403
1518,7489.1357
1519,6296.028
1520,4254.2886
1521,8819.746
1522,8708.622
1523,4985.443
1524,7742.087
1525,6881.2104
1526,4695.7656
1527,9630.922
1528,6516.9106
1529,7495.131
1530,4696.7065
1531,5131.556
1532,7298.218
1533,4021.358
1534,8312.451
1535,4766.632
1536,6380.1177
1537,4742.2734
1538,6198.591
1539,6395.8315
1540,7059.4976
1541,6865.6533
1542,8161.341
1543,6005.2715
1544,7481.011
1545,6810.2095
1546,9625.219
1547,10170.066
1548,6990.423
1549,3338.3296
1550,6103.238
1551,7506.8003
1552,4452.044
1553,11672.166
1554,5877.176
1555,6893.495
1556,11172.958
1557,6850.8237
1558,4818.122
1559,12637.709
1560,10057.343
1561,5679.597
1562,9469.628
1563,9791.115
1564,6061.12
1565,5779.8813
1566,6962.575
1567,6274.009
1568,6303.677
1569,6950.472
1570,5040.7437
1571,6913.6245
1572,7401.054
1573,7139.1616
1574,8420.713
1575,6186.287
1576,6769.7837
1577,4241.4316
1578,7975.4316
1579,7378.682
1580,6014.776
1581,6823.48
1582,7279.128
1583,9585.075
1584,5786.8047
1585,5523.796
1586,6450.978
1587,7277.302
1588,7203.6777
1589,4785.6475
1590,4466.037
1591,8521.262
1592,7376.642
1593,5987.0156
1594,8283.697
1595,6186.376
1596,7418.405
1597,5384.812
1598,3590.2756
1599,7255.796
1600,6589.146
1601,6953.2637
1602,9907.949
1603,9661.716
1604,5077.6997
1605,7726.389
1606,4334.3154
1607,3320.5623
1608,7725.895
1609,12315.663
1610,7519.52
1611,7291.1763
1612,4962.243
1613,6952.561
1614,9059.513
1615,6600.8525
1616,8734.143
1617,5432.3306
1618,4658.86
1619,5678.4434
1620,5419.428
1621,5638.176
1622,5649.1357
1623,5219.5913
1624,4671.6406
1625,7045.956
1626,7179.9644
1627,6214.6753
1628,6175.074
1629,7428.6714
1630,6499.1885
1631,6892.1143
1632,9481.847
1633,7575.635
1634,5504.924
1635,3953.3555
1636,11321.721
1637,6579.1924
1638,5839.6357
1639,8806.163
1640,8692.556
1641,7835.7437
1642,6195.0083
1643,7553.2393
1644,10002.786
1645,14714.212
1646,5525.177
1647,4934.028
1648,5137.8843
1649,6736.4507
1650,5785.635
1651,8164.532
1652,8927.435
1653,6092.518
1654,4306.8384
1655,6075.005
1656,8163.909
1657,5251.7676
1658,7828.737
1659,4196.5947
1660,7172.134
1661,8286.637
1662,7400.377
1663,9407.593
1664,6757.2363
1665,4552.504
1666,6317.117
1667,7811.097
1668,9010.574
1669,7781.769
1670,8230.066
1671,6379.43
1672,4802.4805
1673,9915.513
1674,4772.4233
1675,10085.748
1676,6291.723
1677,4575.8706
1678,7486.036
1679,6452.5474
1680,8103.445
1681,7940.676
1682,4201.129
1683,4665.549
1684,8587.169
1685,9277.649
1686,10296.36
1687,5674.6313
1688,5909.3286
1689,6885.1104
1690,6782.1733
1691,5553.8306
1692,9844.208
1693,9152.311
1694,12264.5205
1695,4593.442
1696,5969.6577
1697,9706.059
1698,8407.288
1699,5631.006
1700,10631.899
1701,6792.039
1702,5769.5376
1703,5214.0874
1704,5306.933
1705,5583.4214
1706,6419.9126
1707,5048.6113
1708,5082.6807
1709,9664.139
1710,6866.983
1711,22397.564
1712,6916.151
1713,4611.582
1714,8974.098
1715,11173.405
1716,7940.6836
1717,8210.458
1718,6519.4595
1719,8528.636
1720,9123.123
1721,5942.7285
1722,6333.9688
1723,7285.56
1724,9665.135
1725,8206.301
1726,9757.825
1727,6996.4663
1728,5515.8247
1729,6006.188
1730,11101.894
1731,11841.719
1732,11696.951
1733,9051.082
1734,5434.455
1735,6088.7534
1736,5109.2646
1737,8843.196
1738,11744.773
1739,10498.716
1740,6764.2656
1741,6205.0327
1742,5034.6504
1743,6010.5205
1744,11758.919
1745,7248.567
1746,5193.5376
1747,6105.8
1748,9111.341
1749,4218.678
1750,8021.992
1751,4694.9326
1752,7033.0376
1753,7507.931
1754,6026.1235
1755,8362.216
1756,7904.1035
1757,5766.2363
1758,8049.9604
1759,7555.214
1760,11769.803
1761,6265.9707
1762,9686.213
1763,7419.9473
1764,10403.801
1765,7424.5063
1766,11061.899
1767,5754.1274
1768,5691.2944
1769,7059.8276
1770,6160.326
1771,9948.031
1772,8569.529
1773,6537.449
1774,7968.5127
1775,7892.005
1776,10720.661
1777,4401.6504
1778,14777.795
1779,5630.544
1780,7244.3994
1781,9630.978
1782,5784.3433
1783,6950.0547
